drugName	condition	review	rating	date	usefulCount
Acyclovir Ointment	Herpes Simplex	I was prescribed Acyclovir cream for face shingle treatment however I have no cold sores. I am in the scabbing phase.  My dermatologist was negligent to tell me that the tiny tube would cost $230.  This medication seems more designed for intense cold sores.  Not sure its worth a damn if I don't have cold sores and not sure I am willing to spend $230 to see if it helps my scabs lighten.  I don't hold dermatologists in high regard and now a bit less.	1	May 5, 2020	1
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	The worst stuff I have ever used. It burnt and scarred my skin. The cold sore was almost invisible, and Zovirax burnt it and thee surrounding skin. It made it look awful, and made it painful, and took three weeks to heal. NEVER AGAIN,  Beware!	1	March 30, 2020	7
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	It works for me. No doubt about it. But in Canada I had to pay $80 for a tiny tube. Then, 2/3 of the tube was air. So thanks for that.	10	December 24, 2019	6
Acyclovir Ointment	Zovirax Ointment (acyclovir) for Herpes Simplex	There is some confusion about the cream vs. the ointment.  Chemically, acyclovir is acyclovir.  The only difference between the two is only the 'CARRIER' - cream vs ointment.  The ointment (for genital herpes in U.S.) has polyethylene glycol, a very slippery compound used as in laxatives and for bowel prep.  It has many other medical and industrial uses. Considering the small amount possibly ingested when applying to the mouth, the only reason not to use the cheaper ointment is if you are sensitive to polyethylene glycol.   The cream (oral herpes/cold sores) contains  mineral oil, (also a laxative) poloxamer 407, propylene glycol, sodium lauryl sulfate, water, and white petrolatum.  Proplylene glycol is supposedly good for skin, stops flaking, etc.   Despite hours of research I can't find why cream is so expensive unless maker thinks we'll pay more for a treatment for our face vs genitals. The CREAM is the one that is SO OUTRAGEOUSLY EXPENSIVE!!	10	December 19, 2019	9
Acyclovir Ointment	Zovirax Cream (acyclovir) for Herpes Simplex	I have had a spot come up twice in 14 years on my index finger.   Index finger on right hand, infected when worked as a dental assistant on patients.  This time they prescribed this cream and I noticed a great change. You never know what you're exposed to in the medical/ dental field. Gloves still tear. But luckily they are Meds to help. This product has lessened the swelling and throbbing.	7	December 14, 2019	5
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	I'm also from the UK and like most of the comments from the UK, the cream does not help. Again bought some and it seems to make it spread. I'm sure if I didn't use it it would not be as bad as it is this morning. Maybe there IS a difference between US and UK . I must remind myself not to bother with this again.... try something else... pity	1	December 5, 2019	9
Acyclovir Ointment	Cold Sores	I was prescribed Acyclovir Ointment 5%.  First of all, the tube was tiny and cost me $113.00.  Secondly, this cream did not work on my cold sore.  I followed the instructions and used it every 3 hours.  I am on day 8 of 10 and my cold sore is still there and does not look like it is healing.  Don't waste your money.  Use Abreva instead.	1	December 1, 2019	0
Acyclovir Ointment	Cold Sores	This is by far the best cold sore ingredient. The ointment+pills have worked wonders for me. I am never the person to leave reviews, but needed too for someone like you out there who's looking for a cure to Cold Sores. *ACYCLOVIR IS THE BEST*	10	September 25, 2019	2
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	the cream works for me but I but also have to avoid sun and wind exposure. It is probably best stay home as much as possible.	9	August 6, 2019	4
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	Zovirax this is the best medication for cold sores, it clears it up 10 times faster and can even stop a break out	10	July 17, 2019	12
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	You can buy this off the shelf in the UK, at any pharmacy and many supermarkets, for around £5 for a 2g pump. Worth stocking up if you're visiting from the US!!	10	July 4, 2019	8
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	Way better than abreva! 1 to 2 days max and it is gone.	10	December 28, 2018	11
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	Zorvirax duo honestly works wonders! As soon as I feel the tingling I lather it on and it’s gone the next day! There are also tablets that you can take but they only work if the cold sore hasn’t appeared yet and you’re only getting the tingling sensation. Just ask for them at your chemist. They’re 3 pills and you take them all at once and the cold sore doesn’t even come up. I got my lips done and I got a cold sore the next day used the cream and it was gone. I went to get them done a second time and took the tablets as a precaution and no cold sore even appeared! Love love love the cream!		December 10, 2018	8
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	I love Zovirax in the little pump. Clears up cold sores in 3 days. However I’ve noticed the amount of cream in the pump has become less. Disappointing.	8	December 10, 2018	8
Acyclovir Ointment	Cold Sores	Works every time if you get it at the first signs of a cold sore.  For US cold sore sufferers can who make it to Mexico, you can get it over the counter under a generic brand  for 65 pesos at any supermarket with a pharmacy - that is about $3 USD.	10	August 11, 2018	3
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	The cold sores usually don't even appear if I apply the cream at the first signs of tingling. Once, I failed to catch the tingly symptoms at the start, and only realised when my lips began to harden and split. I rushed to the pharmacy to purchase Zovirax, and I managed to dodge the embarrassing process of allowing the cold sore to fully blister and crust. I bet no one even suspected I had cold sores.  I don't know why everyone is comparing prices here, but it costs approximately USD $15 for a 2g tube where I come from. Just apply a little will do, I'm not sure why someone mentioned finishing the 2g tube within 3 days. It can last me two years, before it expires. Read the directions that it comes with.	10	July 19, 2018	7
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	Had a wedding and got a cold sore 3 says prior. Used the cream every half hour till the day. Totally disappeared. Couldn't even see them in the photos. Highly recommend to everyone.	10	June 22, 2018	13
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	This stuff is amazing does not burn, it heals the pain & cold sore		June 15, 2018	7
Acyclovir Ointment	Cold Sores	The best medicine for cold sores! I apply it as much as possible throughout the day and have never had a blister since using it. Would recommend it to everyone.	10	May 3, 2018	2
Acyclovir Ointment	Zovirax Cream (acyclovir) for Cold Sores	I just want to mention that in my country zovirax costs something like 10$ 10g! I cannot believe how expensive is in US. Thats insane	10	March 13, 2018	6
